20.0 ,  59.5959595959596 , 
69.4949494949495 ,  109.0909090909091 , 
118.98989898989899 ,  158.5858585858586 , 
168.4848484848485 ,  208.08080808080808 , 
217.97979797979798 ,  257.5757575757576 , 
267.47474747474746 ,  307.0707070707071 , 
316.969696969697 ,  356.5656565656566 , 
366.4646464646465 ,  406.06060606060606 , 
415.95959595959596 ,  455.5555555555556 , 
465.4545454545455 ,  505.0505050505051 , 
514.9494949494949 ,  554.5454545454546 , 
564.4444444444445 ,  604.040404040404 , 
613.939393939394 ,  653.5353535353536 , 
663.4343434343435 ,  703.0303030303031 , 
712.929292929293 ,  752.5252525252525 , 
762.4242424242425 ,  802.0202020202021 , 
811.9191919191919 ,  851.5151515151516 , 
861.4141414141415 ,  901.010101010101 , 
910.909090909091 ,  950.5050505050506 , 
960.4040404040404 ,  1000.0 , 
